#chromosome	start	end	crest	length	tcnNbrOfLoci	tcnMean	tcnNbrOfSNPs	tcnNbrOfHets	dhNbrOfLoci	map	dhMax	cluster	neighbour	distDH	errorSNP	distTcn	errorLength	totalError	minStart	maxStart	minStop	maxStop	area	peaks	meanCovT	meanCovB	tcnMeanRaw	AF	BAF	dhMean	c1Mean	c2Mean	A	B	genotype	TCN	CNA.type
5	15332767	28919984	INV	13587219	192052	2.02648247	191416	8770	50725	mappable	0.06639167	1	NA	0.002622463462	0.00010632642	0.00090623984	0.08440333	0.08450966	15332767	15332778	28919934	28919984	0.14611429	1	693452.99	35.7876681	0.8841938	NA	NA	0.00000000	1.013241235	1.0132412	1	1	1:1	2	TCNneutral
5	28919985	28929965	NA	9981	232	2.22111402	232	0	71	mappable	NA	NA	NA	NA	Inf	0.08535432682	0.15054608	Inf	28919985	28920035	28929904	28929965	NA	missing	744073.30	NA	0.9666000	NA	NA	NA	NA	NA	NA	NA	NA	NA	TCNneutral
5	28929966	46399990	NA	17470025	248215	2.02648247	247390	11050	64608	mappable	0.06786538	1	NA	0.000031639592	0.00008421053	0.00484567318	0.08313112	0.08321533	28929966	28930027	46399990	46399990	0.14106014	1	693452.99	35.7876681	0.8841938	NA	NA	0.00000000	1.013241235	1.0132412	1	1	1:1	2	TCNneutral
5	49470005	68829703	NA	19359701	256825	2.02648247	256043	11745	67000	mappable	0.06729808	1	self	0.000028226628	0.00007982757	0.00003302710	0.08262225	0.08270208	49470005	49470005	68829703	68829703	0.13411741	1	693452.99	35.7876681	0.8841938	NA	NA	0.00000000	1.013241235	1.0132412	1	1	1:1	2	TCNneutral
5	70750153	93900064	NA	23149912	299987	2.02648247	298989	13720	78203	mappable	0.06804133	1	self	0.000150923212	0.00006794401	0.00051328937	0.08175110	0.08181904	70750153	70750153	93899996	93900132	0.14741797	1	693452.99	35.7876681	0.8841938	NA	NA	0.00000000	1.013241235	1.0132412	1	1	1:1	2	TCNneutral
5	93900064	93923714	NA	23651	382	2.14472948	382	13	88	mappable	0.15430166	7	NA	0.085820018233	0.07692307692	0.06715432682	0.13764991	0.21457299	93899996	93900132	93919877	93923714	NA	missing	712108.32	38.4491405	0.9342591	NA	NA	NA	NA	NA	NA	NA	NA	NA	TCNneutral
5	93923715	93939548	CTX	15834	154	3.09211372	145	0	39	mappable	NA	9	NA	0.260204270289	0.11111111111	0.47955432682	0.14336159	0.25447270	93923715	93930011	93939509	93939548	NA	missing	1023415.67	NA	1.3353777	NA	NA	NA	NA	NA	NA	NA	NA	NA	DUP
5	93939549	93940001	CTX	453	4	3.15215753	4	0	0	mappable	NA	NA	NA	NA	Inf	0.47955432682	0.22667083	Inf	93939549	93939561	93939861	93940001	NA	missing	1076991.20	NA	1.3608000	NA	NA	NA	NA	NA	NA	NA	NA	NA	DUP
5	93940002	99009949	CTX	5069949	68958	2.02648247	68708	2804	18007	mappable	0.06677500	1	NA	0.002871855884	0.00032743942	0.00232961558	0.08979264	0.09012008	93940002	93940186	99009858	99010040	0.12486246	1	693452.99	35.7876681	0.8841938	NA	NA	0.00000000	1.013241235	1.0132412	1	1	1:1	2	TCNneutral
5	99009949	99019999	NA	10051	139	1.84156381	139	0	36	mappable	NA	NA	NA	NA	Inf	0.07534567318	0.15043191	Inf	99009858	99010040	99019955	99020043	NA	missing	667893.80	NA	0.8059000	NA	NA	NA	NA	NA	NA	NA	NA	NA	TCNneutral
5	99019999	137788312	NA	38768320	567905	2.02648247	566116	25863	147752	mappable	0.06845000	1	NA	0.000348001988	0.00003616506	0.00097007603	0.07933871	0.07937488	99019955	99020043	137788249	137788312	0.14206994	1	693452.99	35.7876681	0.8841938	NA	NA	0.00000000	1.013241235	1.0132412	1	1	1:1	2	TCNneutral
5	137788313	137788469	CTX	157	1	2.03665309	1	0	1	mappable	NA	NA	NA	NA	Inf	0.00725432682	0.27417464	Inf	137788313	137788342	137788342	137788469	NA	missing	658958.00	NA	0.8885000	NA	NA	NA	NA	NA	NA	NA	NA	NA	TCNneutral
5	137788470	151240342	CTX	13451875	185336	2.02648247	184712	6832	47137	mappable	0.06849789	1	NA	0.000149919908	0.00013412017	0.00076039131	0.08445481	0.08458893	137788470	137788539	151240336	151240342	0.14601805	1	693452.99	35.7876681	0.8841938	NA	NA	0.00000000	1.013241235	1.0132412	1	1	1:1	2	TCNneutral
5	151240548	180689979	CTX	29449435	408613	2.02648247	407045	20334	101155	mappable	0.06845000	1	edge	0.000277010543	0.00004565793	0.00143331647	0.08060701	0.08065267	151240548	151240613	180689979	180689979	0.14910357	1	693452.99	35.7876681	0.8841938	NA	NA	0.00000000	1.013241235	1.0132412	1	1	1:1	2	TCNneutral
6	201976	31898752	NA	31696778	473617	2.02648247	471262	25592	117399	mappable	0.06748864	1	edge	0.000241552801	0.00003578202	0.01080388712	0.08026380	0.08029958	201976	201976	31869867	31898752	0.16241621	1	693452.99	35.7876681	0.8841938	NA	NA	0.00000000	1.013241235	1.0132412	1	1	1:1	2	TCNneutral
6	31898753	31922904	DUP	24152	357	2.96483474	357	26	78	mappable	0.36616114	3	identical	0.297679499022	0.03846153846	0.39365432682	0.13736400	0.17582554	31898753	31900016	31922880	31922904	NA	missing	1004421.01	66.2942800	1.2814883	NA	NA	NA	NA	NA	NA	NA	NA	NA	DUP
6	31922905	58019982	DUP	26097081	386165	2.02648247	381652	17568	96104	mappable	0.06873017	1	self	0.002500516799	0.00004529191	0.00282311909	0.08117745	0.08122274	31922905	31923052	58019982	58019982	0.16054275	1	693452.99	35.7876681	0.8841938	NA	NA	0.00000000	1.013241235	1.0132412	1	1	1:1	2	TCNneutral
6	58610011	58769997	NA	159987	572	2.02648247	572	16	162	mappable	0.08301111	1	self	0.014529471519	0.06250000000	0.03265432682	0.11568989	0.17818989	58610011	58610011	58769997	58769997	NA	missing	693452.99	35.7876681	0.8841938	NA	NA	NA	NA	NA	NA	NA	NA	NA	TCNneutral
6	61890002	151429788	NA	89539794	1238039	2.02648247	1233695	59126	322051	mappable	0.06845000	1	NA	0.001422709729	0.00001575572	0.00181941532	0.07571162	0.07572737	61890002	61890002	151429726	151429788	0.12529519	1	693452.99	35.7876681	0.8841938	NA	NA	0.00000000	1.013241235	1.0132412	1	1	1:1	2	TCNneutral
6	151429789	151442386	INV	12598	188	2.98234010	188	0	46	mappable	NA	NA	NA	NA	Inf	0.40765432682	0.14683310	Inf	151429789	151429877	151439981	151442386	NA	missing	966617.95	NA	1.2889000	NA	NA	NA	NA	NA	NA	NA	NA	NA	DUP
6	151442387	151442693	INV	307	0	0.00000000	0	0	NA	mappable	NA	NA	NA	NA	Inf	0.88124567318	0.24206936	Inf	151442387	151442387	151442693	151442693	NA	missing	NA	NA	0.0000000	NA	NA	0.00000000	0.000000000	0.0000000	0	0	NA	0	HomoDel
6	151442694	151463845	INV	21152	197	3.52863732	197	0	49	mappable	NA	NA	NA	NA	Inf	0.63895432682	0.13919331	Inf	151442694	151450039	151463837	151463845	NA	missing	1214538.59	NA	1.5202000	NA	NA	NA	NA	NA	NA	NA	NA	NA	DUP
6	151463846	154115400	CTX	2651556	39502	2.96483474	39363	1962	10214	mappable	0.29915603	3	NA	0.228143577715	0.00047596383	0.37976602749	0.09372771	0.09420367	151463846	151463909	154115398	154115400	0.92773796	2	1004421.01	66.2942800	1.2814883	34.21181	0.6633634	0.32672688	0.998071767	1.9667630	2	1	2:1	3	DUP
6	154115401	155250002	CTX	1134602	17161	2.96483474	17069	672	4576	mappable	0.30190109	3	NA	0.236293360408	0.00130890052	0.37405432682	0.09943444	0.10074334	154115401	154115584	155249953	155250002	0.91945841	2	1004421.01	66.2942800	1.2814883	34.21181	0.6633634	0.32672688	0.998071767	1.9667630	2	1	2:1	3	DUP
6	155250003	155329975	NA	79973	973	3.09211372	973	82	225	mappable	0.30928488	9	NA	0.240803244129	0.01219512195	0.46085432682	0.12279562	0.13499075	155250003	155250052	155329941	155330009	0.67549442	2	1023415.67	67.9827596	1.3353777	33.45206	0.6675594	0.33511875	1.027944225	2.0641695	2	1	2:1	3	DUP
6	155329975	156569914	NA	1239940	19810	2.96483474	19724	1261	4916	mappable	0.29792500	3	NA	0.229443360408	0.00074239050	0.36695432682	0.09880525	0.09954764	155329941	155330009	156569822	156569914	0.91933859	2	1004421.01	66.2942800	1.2814883	34.21181	0.6633634	0.32672688	0.998071767	1.9667630	2	1	2:1	3	DUP
6	156569915	156589965	NA	20051	376	3.09211372	375	4	93	mappable	0.29821987	9	NA	0.241148175055	0.20000000000	0.45025432682	0.13994443	0.33994443	156569915	156570007	156589907	156589965	NA	missing	1023415.67	67.9827596	1.3353777	NA	NA	NA	NA	NA	NA	NA	NA	NA	DUP
6	156589966	160319989	NA	3730024	53632	2.96483474	53304	3081	13249	mappable	0.30330813	3	NA	0.233185601787	0.00029342723	0.36355432682	0.09161388	0.09190731	156589966	156590024	160319964	160320014	0.95309247	2	1004421.01	66.2942800	1.2814883	34.21181	0.6633634	0.32672688	0.998071767	1.9667630	2	1	2:1	3	DUP
6	160319989	160330051	NA	10063	181	3.21947041	181	12	40	mappable	0.21570970	NA	NA	0.147228058684	0.08333333333	0.50805432682	0.15041244	0.23374577	160319964	160320014	160329971	160330051	NA	missing	965941.20	59.1170522	1.3893000	NA	NA	NA	NA	NA	NA	NA	NA	NA	DUP
6	160330052	162870068	NA	2540017	39096	2.96483474	38851	2519	9490	mappable	0.30337707	3	NA	0.236293360408	0.00036179450	0.35685432682	0.09400084	0.09436263	160330052	160330132	162869924	162870212	0.93486513	2	1004421.01	66.2942800	1.2814883	34.21181	0.6633634	0.32672688	0.998071767	1.9667630	2	1	2:1	3	DUP
6	162870068	163020131	NA	150064	2714	3.09211372	2703	331	652	mappable	0.32793602	9	NA	0.257044288588	0.00292397661	0.43955432682	0.11631140	0.11923538	162869924	162870212	163019923	163020339	0.95337880	2	1023415.67	67.9827596	1.3353777	33.45206	0.6675594	0.33511875	1.027944225	2.0641695	2	1	2:1	3	DUP
6	163020131	169030008	NA	6009878	95637	2.96483474	95064	5321	22872	mappable	0.30388255	3	NA	0.236293360408	0.00016966407	0.34785432682	0.08881427	0.08898393	163019923	163020339	169029984	169030032	0.91557281	2	1004421.01	66.2942800	1.2814883	34.21181	0.6633634	0.32672688	0.998071767	1.9667630	2	1	2:1	3	DUP
6	169030008	169049974	NA	19967	378	2.57751804	378	0	91	mappable	NA	NA	NA	NA	Inf	0.23625432682	0.14000377	Inf	169029984	169030032	169049940	169049974	NA	missing	885594.04	NA	1.1175000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6	169049975	170899935	NA	1849961	32030	2.80223019	31494	2062	6943	mappable	0.30563929	NA	edge	0.235046493144	0.00038505968	0.33139656222	0.09606580	0.09645086	169049975	169050009	170899935	170899935	0.93591161	2	932616.92	60.6851991	1.2126422	33.56955	0.6540245	0.30804900	0.969502996	1.8327272	2	1	2:1	3	DUP
7	10033	1549981	CTX	1539949	26695	3.30908323	26391	1477	5612	mappable	0.50171927	NA	edge	0.433381129452	0.00056148231	0.54599605373	0.09730253	0.09786401	10033	40386	1549962	1549981	0.98048512	2	1008820.11	75.4067554	1.4272417	30.85255	0.7521007	0.50420143	0.820319362	2.4887639	sub	1	sub:1	sub	DUP
7	1549982	1570008	NA	20027	412	3.03052196	412	25	116	mappable	0.46133298	NA	NA	0.392851336534	0.04000000000	0.42805432682	0.13996136	0.17996136	1549982	1550001	1569924	1570008	NA	missing	930541.37	68.0010999	1.3093000	NA	NA	NA	NA	NA	NA	NA	NA	NA	DUP
7	1570009	31900653	NA	30330648	485359	3.51800921	483539	25841	122338	mappable	0.50342500	6	NA	0.436053255668	0.00003615198	0.62521688732	0.08046906	0.08050521	1570009	1570093	31900627	31900653	0.96538839	2	1191338.36	89.0097562	1.5157001	34.30811	0.7514862	0.50297246	0.874273732	2.6437355	sub	1	sub:1	sub	DUP
7	31900654	31902400	INV	1747	29	3.70246990	29	0	10	mappable	NA	NA	NA	NA	Inf	0.71255432682	0.18568957	Inf	31900654	31900678	31902396	31902400	NA	missing	1312643.00	NA	1.5938000	NA	NA	NA	NA	NA	NA	NA	NA	NA	DUP
7	31902401	31906733	INV	4333	91	3.70246990	91	0	26	mappable	NA	NA	NA	NA	Inf	0.71255432682	0.16554715	Inf	31902401	31902488	31906684	31906733	NA	missing	1312643.00	NA	1.5938000	NA	NA	NA	NA	NA	NA	NA	NA	NA	DUP
7	31906734	57999988	CTX	26093259	343025	3.51800921	341842	18694	86429	mappable	0.50169481	6	NA	0.434768501489	0.00005031193	0.60624498406	0.08117814	0.08122845	31906734	31906954	57999988	57999988	0.97434390	2	1191338.36	89.0097562	1.5157001	34.30811	0.7514862	0.50297246	0.874273732	2.6437355	sub	1	sub:1	sub	DUP
7	61530139	64542511	NA	3012373	29271	3.51800921	28825	690	9229	mappable	0.49304725	6	NA	0.422447290539	0.00088028169	0.64565432682	0.09292614	0.09380642	61530139	61530139	64469928	64542511	0.98759935	2	1191338.36	89.0097562	1.5157001	34.30811	0.7514862	0.50297246	0.874273732	2.6437355	sub	1	sub:1	sub	DUP
7	64542512	65236553	DUP	694042	2804	3.51800921	2799	7	748	mappable	0.48769400	6	NA	0.427760030119	0.08333333333	0.67265432682	0.10306801	0.18640134	64542512	64680122	64899988	65236553	NA	missing	1191338.36	89.0097562	1.5157001	NA	NA	NA	NA	NA	NA	NA	NA	NA	DUP
7	65236554	65595894	DUP	359341	1266	3.51800921	1266	39	350	mappable	0.48960862	6	NA	0.421126978420	0.02564102564	0.65045432682	0.10837175	0.13401278	65236554	65300239	65559856	65595894	0.89748667	2	1191338.36	89.0097562	1.5157001	34.30811	0.7514862	0.50297246	0.874273732	2.6437355	sub	1	sub:1	sub	DUP
7	65595895	72229988	CTX	6634096	80969	3.51800921	80580	3697	19916	mappable	0.49935415	6	NA	0.431224711208	0.00024473813	0.62520373585	0.08825553	0.08850027	65595895	65610046	72229988	72229988	0.96407743	2	1191338.36	89.0097562	1.5157001	34.30811	0.7514862	0.50297246	0.874273732	2.6437355	sub	1	sub:1	sub	DUP
7	72750118	72941901	NA	191784	1778	4.58108021	1772	16	441	mappable	0.62826361	NA	NA	0.565163745804	0.04545454545	1.08455432682	0.11396581	0.15942036	72750118	72750118	72939939	72941901	NA	missing	1435620.56	116.1858288	1.9658000	NA	NA	NA	NA	NA	NA	NA	NA	NA	DUP
7	72941902	74139961	DUP	1198060	8487	4.23905493	8436	350	1943	mappable	0.58966581	NA	NA	0.510878433294	0.00249376559	0.93974227309	0.09904781	0.10154158	72941902	72950044	74139961	74139961	0.98795013	2	1285602.14	101.5667388	1.8209879	30.81587	0.7942645	0.58852908	0.872123906	3.3669310	sub	1	sub:1	sub	DUP
7	75160045	76059952	NA	899908	8433	3.51800921	8368	347	2083	mappable	0.52500000	6	NA	0.458918360408	0.00242718447	0.64935432682	0.10111521	0.10354239	75160045	75160045	76059952	76059952	0.98620252	2	1191338.36	89.0097562	1.5157001	34.30811	0.7514862	0.50297246	0.874273732	2.6437355	sub	1	sub:1	sub	DUP
7	76810004	81739981	NA	4929978	72356	3.51800921	72175	3150	19189	mappable	0.50187129	6	NA	0.434943360408	0.00030021015	0.62305432682	0.08995577	0.09025598	76810004	76810004	81739942	81739981	0.94022469	2	1191338.36	89.0097562	1.5157001	34.30811	0.7514862	0.50297246	0.874273732	2.6437355	sub	1	sub:1	sub	DUP
7	81739982	81750019	NA	10038	147	3.71994763	146	0	41	mappable	NA	NA	NA	0.089413097250	1.00000000000	0.71995432682	0.15045304	1.15045304	81739982	81740021	81749967	81750071	NA	missing	1267967.00	NA	1.6012000	NA	NA	NA	NA	NA	NA	NA	NA	NA	DUP
7	81750019	99164932	NA	17414914	224213	3.51800921	223346	8666	58657	mappable	0.48886463	6	NA	0.417818360408	0.00010489877	0.62985432682	0.08314688	0.08325178	81749967	81750071	99159733	99164932	0.97491697	2	1191338.36	89.0097562	1.5157001	34.30811	0.7514862	0.50297246	0.874273732	2.6437355	sub	1	sub:1	sub	DUP
7	99164933	99199946	NA	35014	381	3.21923423	381	0	137	mappable	NA	NA	NA	NA	Inf	0.50795432682	0.13248855	Inf	99164933	99170132	99199826	99199946	NA	missing	1097293.14	NA	1.3892000	NA	NA	NA	NA	NA	NA	NA	NA	NA	DUP
7	99199947	159119808	NA	59919877	793501	3.51800921	789814	36860	199575	mappable	0.49315000	6	edge	0.423851824091	0.00002466274	0.65484155519	0.07740977	0.07743443	99199947	99200067	159119808	159119808	0.96324176	2	1191338.36	89.0097562	1.5157001	34.30811	0.7514862	0.50297246	0.874273732	2.6437355	sub	1	sub:1	sub	DUP
8	170012	3709986	NA	3539982	91055	1.92355540	90233	4614	21789	mappable	0.07487500	4	edge	0.006237904874	0.00018402650	0.05411048676	0.09193158	0.09211560	170012	170012	3709960	3710012	0.27745980	1	634797.79	33.2302685	0.8406149	NA	NA	0.00000000	0.961777699	0.9617777	1	1	1:1	2	TCNneutral
8	3709986	4069914	NA	359929	15955	2.02648247	15889	1024	3986	mappable	0.06866552	1	self	0.000613690874	0.00091743119	0.02514567318	0.10835790	0.10927533	3709960	3710012	4069814	4070014	0.27554701	1	693452.99	35.7876681	0.8841938	NA	NA	0.00000000	1.013241235	1.0132412	1	1	1:1	2	TCNneutral
8	4069914	6205015	NA	2135102	69809	1.92355540	69649	4057	17853	mappable	0.07039231	4	NA	0.001953442970	0.00023713540	0.03740421578	0.09512090	0.09535803	4069814	4070014	6199958	6210072	0.25171572	1	634797.79	33.2302685	0.8406149	NA	NA	0.00000000	0.961777699	0.9617777	1	1	1:1	2	TCNneutral
8	6205015	6229977	NA	24963	681	2.16958046	680	6	187	mappable	0.06604776	8	NA	0.015060744070	0.14285714286	0.04185432682	0.13691593	0.27977308	6199958	6210072	6229954	6229977	NA	missing	729901.36	38.2604611	0.9447809	NA	NA	NA	NA	NA	NA	NA	NA	NA	TCNneutral
8	6229978	6459946	NA	229969	5608	1.92355540	5591	185	1443	mappable	0.07865132	4	NA	0.005951255145	0.00495049505	0.03714567318	0.11228965	0.11724015	6229978	6230001	6459851	6460041	0.32123170	1	634797.79	33.2302685	0.8406149	NA	NA	0.00000000	0.961777699	0.9617777	1	1	1:1	2	TCNneutral
8	6459946	6560011	NA	100066	2676	2.02648247	2672	41	699	mappable	0.06364677	1	self	0.001931639592	0.02222222222	0.00294567318	0.12040510	0.14262732	6459851	6460041	6559973	6560011	0.27074537	1	693452.99	35.7876681	0.8841938	NA	NA	0.00000000	1.013241235	1.0132412	1	1	1:1	2	TCNneutral
8	6560012	6919904	NA	359893	8194	1.92355540	8146	585	1925	mappable	0.07599286	4	NA	0.004799939355	0.00157977883	0.05824567318	0.10835875	0.10993853	6560012	6560050	6919904	6919904	0.29518748	1	634797.79	33.2302685	0.8406149	NA	NA	0.00000000	0.961777699	0.9617777	1	1	1:1	2	TCNneutral
8	8100000	9639966	NA	1539967	32852	1.92355540	32760	1541	8264	mappable	0.07116325	4	NA	0.002393360408	0.00061236987	0.03134567318	0.09730245	0.09791482	8100000	8100000	9639932	9639966	0.29200977	1	634797.79	33.2302685	0.8406149	NA	NA	0.00000000	0.961777699	0.9617777	1	1	1:1	2	TCNneutral
8	9639967	11749944	NA	2109980	44799	2.02648247	44662	2081	10986	mappable	0.07584022	1	self	0.009911013486	0.00045085663	0.05337716049	0.09519821	0.09564907	9639967	9640001	11749885	11749944	0.27863752	1	693452.99	35.7876681	0.8841938	NA	NA	0.00000000	1.013241235	1.0132412	1	1	1:1	2	TCNneutral
8	11749945	11859985	NA	110041	1756	1.92355540	1752	175	376	mappable	0.06884796	4	NA	0.000366319592	0.00558659218	0.06054567318	0.11941951	0.12500611	11749945	11750004	11859985	11859985	0.31900673	1	634797.79	33.2302685	0.8406149	NA	NA	0.00000000	0.961777699	0.9617777	1	1	1:1	2	TCNneutral
8	12580042	43789991	NA	31209958	518782	2.02648247	516907	23537	132610	mappable	0.06502500	1	self	0.001392136199	0.00003935149	0.02032318985	0.08033579	0.08037515	12580042	12580042	43789991	43789991	0.14953434	1	693452.99	35.7876681	0.8841938	NA	NA	0.00000000	1.013241235	1.0132412	1	1	1:1	2	TCNneutral
8	46880007	103790427	NA	56910423	766518	2.02648247	763914	33091	199926	mappable	0.06845000	1	self	0.001062002828	0.00002801591	0.00043180997	0.07763315	0.07766117	46880007	46880007	103790338	103790427	0.15231913	1	693452.99	35.7876681	0.8841938	NA	NA	0.00000000	1.013241235	1.0132412	1	1	1:1	2	TCNneutral
8	103790428	103790736	DUP	309	2	3.09211372	1	0	0	mappable	NA	9	NA	0.316133745023	1.00000000000	0.44035432682	0.24179519	1.24179519	103790428	103790518	103790713	103790736	NA	missing	1023415.67	NA	1.3353777	NA	NA	NA	NA	NA	NA	NA	NA	NA	DUP
8	103790737	103827116	ITX	36380	504	2.96483474	500	22	126	mappable	0.27692545	3	NA	0.225104959507	0.03846153846	0.38635432682	0.13200573	0.17046726	103790737	103790744	103827095	103827116	NA	missing	1004421.01	66.2942800	1.2814883	NA	NA	NA	NA	NA	NA	NA	NA	NA	DUP
8	103827117	115890036	ITX	12062920	163646	2.02648247	163208	8787	42905	mappable	0.06700000	1	NA	0.000970528481	0.00010840108	0.01405432682	0.08501928	0.08512768	103827117	103827241	115889935	115890036	0.13992058	1	693452.99	35.7876681	0.8841938	NA	NA	0.00000000	1.013241235	1.0132412	1	1	1:1	2	TCNneutral
8	115890037	115899976	NA	9940	157	2.19253557	157	0	42	mappable	NA	NA	NA	NA	Inf	0.07325432682	0.15061341	Inf	115890037	115890138	115899919	115899976	NA	missing	765052.50	NA	0.9545000	NA	NA	NA	NA	NA	NA	NA	NA	NA	TCNneutral
8	115899977	144639996	NA	28740024	439752	2.02648247	437828	22505	108724	mappable	0.06910000	1	NA	0.000067415925	0.00004093663	0.00031184480	0.08072146	0.08076240	115899977	115900034	144639956	144639996	0.15155407	1	693452.99	35.7876681	0.8841938	NA	NA	0.00000000	1.013241235	1.0132412	1	1	1:1	2	TCNneutral
8	144639997	144649984	NA	9988	216	2.15403732	216	0	29	mappable	NA	NA	NA	NA	Inf	0.05695432682	0.15053462	Inf	144639997	144640037	144649968	144649984	NA	missing	563477.80	NA	0.9382000	NA	NA	NA	NA	NA	NA	NA	NA	NA	TCNneutral
8	144649985	146030028	NA	1380044	15168	2.02648247	15065	562	3208	mappable	0.07449524	1	NA	0.006818360408	0.00150829563	0.00474567318	0.09805708	0.09956538	144649985	144650001	146029996	146030060	0.18601448	1	693452.99	35.7876681	0.8841938	NA	NA	0.00000000	1.013241235	1.0132412	1	1	1:1	2	TCNneutral
8	146030028	146289988	NA	259961	3456	2.16958046	3454	6	901	mappable	0.05241946	8	edge	0.015475030397	0.12500000000	0.06835432682	0.11118563	0.23618563	146029996	146030060	146289988	146289988	NA	missing	729901.36	38.2604611	0.9447809	NA	NA	NA	NA	NA	NA	NA	NA	NA	TCNneutral
9	200101	14515809	NA	14315713	278448	2.02648247	277676	16405	71673	mappable	0.06759915	1	edge	0.000507840501	0.00005821738	0.00057826845	0.08413579	0.08419401	200101	200101	14515726	14515809	0.13352254	1	693452.99	35.7876681	0.8841938	NA	NA	0.00000000	1.013241235	1.0132412	1	1	1:1	2	TCNneutral
9	14515810	14521752	INV	5943	104	2.14472948	100	0	30	mappable	NA	7	NA	0.101261309126	0.25000000000	0.01774567318	0.15952811	0.40952811	14515810	14515857	14521741	14521752	NA	missing	712108.32	NA	0.9342591	NA	NA	NA	NA	NA	NA	NA	NA	NA	TCNneutral
9	14521753	14522011	INV	259	6	1.95965660	6	0	2	mappable	NA	NA	NA	NA	Inf	0.02534567318	0.24947584	Inf	14521753	14521756	14521984	14522011	NA	missing	731139.00	NA	0.8559000	NA	NA	NA	NA	NA	NA	NA	NA	NA	TCNneutral
9	14522012	14522194	INV	183	5	1.95965660	5	0	1	mappable	NA	NA	NA	NA	Inf	0.02534567318	0.26610962	Inf	14522012	14522070	14522175	14522194	NA	missing	731139.00	NA	0.8559000	NA	NA	NA	NA	NA	NA	NA	NA	NA	TCNneutral
9	14522195	38769828	INV	24247640	367167	2.02648247	366037	15746	94484	mappable	0.06980714	1	NA	0.000824303878	0.00005926277	0.00326836512	0.08152836	0.08158762	14522195	14522286	38769828	38769828	0.14625685	1	693452.99	35.7876681	0.8841938	NA	NA	0.00000000	1.013241235	1.0132412	1	1	1:1	2	TCNneutral
9	66840048	66849972	NA	9925	540	2.02648247	503	0	282	mappable	NA	1	self	0.004428657722	0.02702702703	0.00035432682	0.15063813	0.17766515	66840048	66840048	66849972	66849972	NA	missing	693452.99	NA	0.8841938	NA	NA	NA	NA	NA	NA	NA	NA	NA	TCNneutral
9	68410004	68419976	NA	9973	1130	2.15970577	1047	0	288	mappable	NA	NA	NA	0.215345203344	0.01204819277	0.05935432682	0.15055919	0.16260739	68410004	68410004	68419976	68419976	NA	missing	4755848.00	NA	0.9406000	NA	NA	NA	NA	NA	NA	NA	NA	NA	TCNneutral
9	71030093	90620048	NA	19589957	269426	2.02648247	268508	12950	68833	mappable	0.06845000	1	NA	0.000069087805	0.00007210845	0.00452594977	0.08256407	0.08263618	71030093	71030093	90619958	90620048	0.12761096	1	693452.99	35.7876681	0.8841938	NA	NA	0.00000000	1.013241235	1.0132412	1	1	1:1	2	TCNneutral
9	90620049	90670061	NA	50013	309	2.12097134	309	0	90	mappable	NA	NA	NA	NA	Inf	0.04295432682	0.12812287	Inf	90620049	90620139	90669991	90670131	NA	missing	685868.32	NA	0.9242000	NA	NA	NA	NA	NA	NA	NA	NA	NA	TCNneutral
9	90670061	99809990	NA	9139931	114798	2.02648247	114376	5146	28337	mappable	0.06845000	1	NA	0.000223614109	0.00017959770	0.00698575402	0.08649115	0.08667075	90669991	90670131	99809975	99809990	0.14462457	1	693452.99	35.7876681	0.8841938	NA	NA	0.00000000	1.013241235	1.0132412	1	1	1:1	2	TCNneutral
9	99809991	99934999	NA	125009	290	2.16958046	290	8	60	mappable	0.07790422	8	NA	0.009422581955	0.12500000000	0.13175432682	0.11812182	0.24312182	99809991	99810006	99829998	99934999	NA	missing	729901.36	38.2604611	0.9447809	NA	NA	NA	NA	NA	NA	NA	NA	NA	TCNneutral
9	99935000	100119998	NA	184999	1221	1.92355540	1216	109	292	mappable	0.07831990	4	NA	0.011732646122	0.00877192982	0.04274567318	0.11430428	0.12307621	99935000	100040001	100119994	100120002	0.18275471	1	634797.79	33.2302685	0.8406149	NA	NA	0.00000000	0.961777699	0.9617777	1	1	1:1	2	TCNneutral
9	100119998	113370026	NA	13250030	192227	2.02648247	191615	10343	48731	mappable	0.06872500	1	self	0.000163911363	0.00009128252	0.02733892888	0.08453267	0.08462395	100119994	100120002	113369968	113370026	0.21181160	1	693452.99	35.7876681	0.8841938	NA	NA	0.00000000	1.013241235	1.0132412	1	1	1:1	2	TCNneutral
9	113370027	116840151	NA	3470125	47188	2.16958046	46914	2682	11687	mappable	0.06655000	8	NA	0.001635477126	0.00033829499	0.04604736742	0.09205324	0.09239154	113370027	113370085	116840086	116840151	0.18284214	1	729901.36	38.2604611	0.9447809	NA	NA	0.00000000	1.084790228	1.0847902	1	1	1:1	2	TCNneutral
9	116840152	116863149	DUP	22998	404	2.16958046	404	27	96	mappable	0.08888106	8	NA	0.020399416645	0.03703703704	0.05955432682	0.13803365	0.17507068	116840152	116840204	116863142	116863149	NA	missing	729901.36	38.2604611	0.9447809	NA	NA	NA	NA	NA	NA	NA	NA	NA	TCNneutral
